Date,Zero,One,Two,Three,Four,Five,Six,Seven,Eight,Nine
2006-05-31,11,9,11,15,6,13,12,9,10,11
2006-06-01,8,11,12,8,7,8,13,17,10,13
2006-06-02,12,12,16,11,11,11,6,10,6,12
2006-06-03,9,11,12,11,9,7,12,15,6,15
2006-06-04,10,10,7,8,14,13,10,12,12,11
2006-06-05,9,12,11,11,13,7,12,5,13,14
2006-06-06,5,10,11,12,8,8,12,17,12,12
2006-06-07,11,10,17,9,9,15,14,6,10,6
2006-06-08,11,13,15,9,9,10,4,8,16,12
2006-06-09,9,11,12,13,15,9,10,7,10,11
2006-06-10,8,14,8,9,12,12,10,18,8,8
2006-06-11,14,7,6,11,19,11,12,7,12,8
2006-06-12,15,16,16,10,11,8,7,5,8,11
2006-06-13,14,13,10,7,11,12,16,6,11,7
2006-06-14,13,10,6,15,7,12,11,9,14,10
2006-06-15,11,11,7,11,14,12,10,11,8,12
2006-06-16,12,9,7,10,10,13,11,8,16,11
2006-06-17,10,12,9,8,10,11,10,15,9,13
2006-06-18,12,6,10,10,13,13,9,18,9,7
2006-06-19,7,8,12,14,9,12,8,10,11,16
2006-06-20,12,11,13,11,10,8,8,13,9,12
2006-06-21,7,14,7,11,11,12,6,15,10,14
2006-06-22,12,10,9,9,8,9,11,11,15,13
2006-06-23,11,11,14,7,13,9,14,9,10,9
2006-06-24,9,10,11,13,12,11,10,10,12,9
2006-06-25,8,14,9,7,13,11,10,12,10,13
2006-06-26,8,8,15,12,6,8,12,14,12,12
2006-06-27,6,8,9,13,14,12,13,11,16,5
2006-06-28,14,7,14,5,7,15,10,10,6,19
2006-06-29,16,13,8,7,9,13,11,11,12,7
2006-06-30,11,12,7,5,10,11,13,12,13,13
2006-07-01,15,9,4,10,7,7,15,16,13,11
2006-07-02,8,8,11,11,10,14,10,12,12,11
2006-07-03,13,7,14,10,12,13,10,12,7,9
2006-07-04,22,12,6,11,13,8,9,9,7,10
2006-07-05,8,8,9,8,7,9,14,12,13,19
2006-07-06,13,10,15,11,5,10,11,7,13,12
2006-07-07,7,8,9,8,15,10,17,15,5,13
2006-07-08,7,14,12,10,17,7,5,13,10,12
2006-07-09,12,11,14,14,15,8,7,6,11,9
2006-07-10,7,10,9,10,11,12,16,8,13,11
2006-07-11,6,5,9,15,12,12,17,12,12,7
2006-07-12,14,6,10,13,11,10,10,8,15,10
2006-07-13,9,12,14,10,10,10,10,11,10,11
2006-07-14,9,10,9,12,10,11,13,10,10,13
2006-07-15,8,8,11,8,7,11,10,13,13,18
2006-07-16,16,8,12,8,11,10,12,9,12,9
2006-07-17,11,7,14,15,11,10,8,12,11,8
2006-07-18,10,17,10,12,12,10,9,9,11,7
2006-07-19,7,11,8,16,5,12,11,15,15,7
2006-07-20,12,8,10,12,6,14,14,13,9,9
2006-07-21,17,11,17,13,8,8,10,5,9,9
2006-07-22,14,9,10,10,3,9,13,11,10,18
2006-07-23,7,14,10,12,9,5,14,8,9,19
2006-07-24,8,10,11,8,11,14,9,15,12,9
2006-07-25,12,11,7,13,13,9,16,12,8,6
2006-07-26,7,17,7,10,11,11,12,11,10,11
2006-07-27,10,10,10,8,12,7,16,11,12,11
2006-07-28,13,7,13,13,13,9,15,6,11,7
2006-07-29,7,8,12,12,8,13,12,14,8,13
2006-07-30,11,13,12,6,12,11,10,10,11,11
2006-07-31,10,10,9,16,10,8,11,10,8,15
2006-08-01,12,9,12,7,9,19,3,10,13,13
2006-08-02,16,12,7,11,12,11,12,9,9,8
2006-08-03,15,19,6,10,12,10,7,15,4,9
2006-08-04,10,14,12,8,13,10,7,8,13,12
2006-08-05,15,11,14,11,4,9,9,12,10,12
2006-08-06,8,9,15,9,12,13,11,10,11,9
2006-08-07,9,13,9,11,17,14,12,5,10,7
2006-08-08,10,14,11,9,11,9,12,6,17,8
2006-08-09,11,8,11,10,10,12,9,14,11,11
2006-08-10,6,8,16,12,16,7,11,9,12,10
2006-08-11,5,12,15,10,9,14,15,7,10,10
2006-08-12,5,7,8,17,11,10,12,9,19,9
2006-08-13,14,13,14,6,14,10,9,10,13,4
2006-08-14,10,7,13,7,15,4,18,15,13,5
2006-08-15,5,13,7,15,17,11,12,13,5,9
2006-08-16,12,9,11,13,13,13,9,7,11,9
2006-08-17,4,11,6,10,9,10,18,15,14,10
2006-08-18,13,10,18,11,5,14,8,13,9,6
2006-08-19,5,10,9,12,17,9,9,12,12,12
2006-08-20,8,9,15,8,6,7,13,14,11,16
2006-08-21,8,12,9,9,18,15,7,13,8,8
2006-08-22,9,15,12,8,8,11,10,11,14,9
2006-08-23,19,10,5,17,14,4,8,7,11,12
2006-08-24,15,7,10,8,10,8,14,16,6,13
2006-08-25,14,8,10,5,15,10,13,17,3,12
2006-08-26,9,13,10,10,11,13,8,10,15,8
2006-08-27,7,11,12,13,8,12,15,8,11,10
2006-08-28,11,9,7,9,5,19,17,10,10,10
2006-08-29,9,14,14,14,11,13,9,7,8,8
2006-08-30,11,9,7,11,12,7,11,11,14,14
2006-08-31,10,7,8,7,14,11,13,14,13,10
2006-09-01,8,7,9,11,6,15,10,10,16,15
2006-09-02,10,12,8,8,12,6,10,14,14,13
2006-09-03,5,7,17,13,17,9,11,7,11,10
2006-09-04,11,12,6,15,11,9,10,13,9,11
2006-09-05,12,12,10,7,9,11,14,13,6,13
2006-09-06,7,14,7,11,15,10,8,14,8,13
2006-09-07,15,13,8,11,12,11,12,6,11,8
2006-09-08,8,13,9,9,15,11,10,16,10,6
2006-09-09,10,13,11,10,7,9,11,13,12,11
2006-09-10,9,10,12,10,14,12,12,10,7,11
2006-09-11,8,9,9,13,10,12,12,6,15,13
2006-09-12,5,9,8,16,9,15,15,15,7,8
2006-09-13,13,13,8,17,15,9,8,5,10,9
2006-09-14,4,10,6,11,11,11,11,12,7,24
2006-09-15,8,11,7,12,12,19,9,8,10,11
2006-09-16,15,5,15,11,8,12,6,13,10,12
2006-09-17,9,12,10,8,11,13,19,8,9,8
2006-09-18,11,5,11,12,9,8,14,16,14,7
2006-09-19,14,13,13,3,8,14,10,9,14,9
2006-09-20,10,16,2,14,13,10,15,15,5,7
2006-09-21,9,8,13,12,9,9,16,9,5,17
2006-09-22,8,13,9,12,12,10,10,11,8,14
2006-09-23,8,10,12,12,12,13,9,13,10,8
2006-09-24,13,9,15,10,11,8,11,12,10,8
2006-09-25,12,9,8,11,11,13,9,12,14,8
2006-09-26,8,9,9,12,13,14,17,10,8,7
2006-09-27,9,13,7,10,19,10,9,10,13,7
2006-09-28,7,10,10,18,9,8,11,13,15,6
2006-09-29,12,12,7,10,7,14,4,16,9,16
2006-09-30,12,7,10,8,11,15,8,13,8,15
2006-10-01,13,11,10,10,15,7,8,9,12,12
2006-10-02,6,10,8,11,9,11,18,15,9,10
2006-10-03,11,11,7,11,14,11,13,9,12,8
2006-10-04,21,6,12,11,12,11,10,9,9,6
2006-10-05,4,10,17,16,12,9,15,6,10,8
2006-10-06,11,10,5,11,12,10,17,9,14,8
2006-10-07,13,12,8,13,7,10,10,13,10,11
2006-10-08,8,20,4,13,10,11,10,8,12,11
2006-10-09,6,12,10,12,7,12,14,8,15,11
2006-10-10,13,6,12,20,14,12,11,9,4,6
2006-10-11,11,3,8,12,12,8,11,15,15,12
2006-10-12,7,11,10,10,13,11,8,11,15,11
2006-10-13,10,10,6,11,12,16,13,8,3,18
2006-10-14,13,11,10,11,8,9,13,10,7,15
2006-10-15,13,11,9,5,7,8,10,18,8,18
2006-10-16,9,12,9,13,6,18,7,12,9,12
2006-10-17,11,5,7,18,14,6,7,14,10,15
2006-10-18,9,13,12,3,10,14,10,10,13,13
2006-10-19,9,12,11,8,10,13,15,9,9,11
2006-10-20,13,3,14,18,7,11,11,10,14,6
2006-10-21,12,7,8,12,15,9,11,18,6,9
2006-10-22,11,17,14,6,11,7,14,6,12,9
2006-10-23,14,13,12,8,12,10,10,10,5,13
2006-10-24,10,13,7,13,16,9,7,10,12,10
2006-10-25,8,6,8,13,12,10,21,11,7,11
2006-10-26,7,11,7,15,12,12,12,9,12,10
2006-10-27,9,8,10,14,13,11,9,9,15,9
2006-10-28,9,9,4,9,10,7,12,19,12,16
2006-10-29,8,13,13,6,14,14,13,11,5,10
2006-10-30,8,12,6,9,10,13,11,14,16,8
2006-10-31,10,10,16,11,10,6,7,18,13,6
2006-11-01,11,8,6,13,10,11,14,15,10,9
2006-11-02,9,13,11,5,14,15,7,15,10,8
2006-11-03,12,13,10,10,11,12,10,9,9,11
2006-11-04,16,10,11,7,11,7,10,17,10,8
2006-11-05,7,14,15,3,10,9,11,14,13,11
2006-11-06,13,8,10,11,7,10,18,7,10,13
2006-11-07,8,10,17,8,10,8,11,12,11,12
2006-11-08,10,5,10,7,14,10,12,18,12,9
2006-11-09,8,7,17,6,4,12,14,11,20,8
2006-11-10,8,11,10,11,13,10,16,10,6,12
2006-11-11,6,10,4,21,12,9,15,7,10,13
2006-11-12,8,11,10,12,10,15,15,8,10,8
2006-11-13,8,10,11,11,11,13,10,11,8,14
2006-11-14,7,9,8,11,13,14,10,11,12,12
2006-11-15,8,16,4,13,9,9,6,19,8,15
2006-11-16,9,9,12,18,10,10,12,6,11,10
2006-11-17,12,13,10,8,9,9,12,8,12,14
2006-11-18,11,8,15,11,9,12,12,8,7,14
2006-11-19,12,11,9,10,16,12,6,13,5,13
2006-11-20,4,9,19,11,9,13,9,16,9,8
2006-11-21,7,14,8,10,13,15,12,11,7,10
2006-11-22,8,7,8,15,12,9,8,13,12,15
2006-11-23,12,8,8,15,9,12,9,8,11,15
2006-11-24,19,11,13,9,15,5,5,8,8,14
2006-11-25,12,7,13,6,7,14,13,12,16,7
2006-11-26,7,8,9,16,7,15,11,9,15,10
2006-11-27,11,13,16,8,10,7,6,11,14,11
2006-11-28,10,12,6,13,16,7,6,15,12,10
2006-11-29,13,12,15,8,8,10,11,11,11,8
2006-11-30,14,12,6,13,13,6,11,10,10,12
2006-12-01,14,10,12,8,13,9,9,13,6,13
2006-12-02,13,13,15,10,11,11,8,7,9,10
2006-12-03,11,7,14,15,8,8,8,11,17,8
2006-12-04,13,13,8,16,12,8,5,8,7,17
2006-12-05,3,11,11,4,17,15,10,15,9,12
2006-12-06,6,10,8,15,11,9,10,15,14,9
2006-12-07,9,14,6,10,11,11,11,9,11,15
2006-12-08,6,7,6,13,14,13,12,12,8,16
2006-12-09,10,13,10,13,11,9,12,15,8,6
2006-12-10,10,9,15,12,7,7,8,17,12,10
2006-12-11,10,10,12,12,11,13,4,9,10,16
2006-12-12,6,5,10,12,14,12,11,11,14,12
2006-12-13,11,9,10,17,10,7,7,9,14,13
2006-12-14,14,7,11,11,11,9,9,14,13,8
2006-12-15,6,6,14,16,16,10,8,7,12,12
2006-12-16,15,6,10,8,11,7,13,13,17,7
2006-12-17,12,13,15,8,10,8,10,8,16,7
2006-12-18,11,11,8,13,13,11,12,5,12,11
2006-12-19,12,10,13,10,13,10,10,11,7,11
2006-12-20,9,13,13,12,6,9,13,10,15,7
2006-12-21,8,13,8,9,9,12,10,13,8,17
2006-12-22,12,11,13,14,9,8,13,11,6,10
2006-12-23,11,6,14,13,12,12,11,11,12,5
2006-12-24,9,13,8,10,8,10,10,16,9,14
2006-12-25,9,11,7,13,8,11,14,11,15,8
2006-12-26,9,13,6,11,11,7,10,14,13,13
2006-12-27,12,10,7,14,9,14,8,9,12,12
2006-12-28,9,7,7,9,6,16,12,10,11,20
2006-12-29,7,9,8,19,11,12,14,10,7,10
2006-12-30,11,9,10,13,8,18,8,11,8,11
2006-12-31,10,11,8,15,11,8,8,13,16,7
2007-01-01,14,8,8,11,16,9,10,13,11,7
2007-01-02,14,6,9,9,12,12,8,10,12,15
2007-01-03,10,13,9,11,5,13,10,9,14,13
2007-01-04,13,10,8,10,12,10,11,8,14,11
2007-01-05,12,13,12,5,14,17,7,6,15,6
2007-01-06,12,12,12,13,4,13,16,10,6,9
2007-01-07,10,13,12,4,9,17,12,6,14,10
2007-01-08,8,4,11,17,12,12,11,8,14,10
2007-01-09,12,13,7,6,13,9,21,11,9,6
2007-01-10,14,10,7,10,8,12,15,12,5,14
2007-01-11,12,8,12,8,12,12,8,14,10,11
2007-01-12,10,13,12,9,17,9,9,10,10,8
2007-01-13,11,12,14,10,11,7,16,7,8,11
2007-01-14,11,9,14,12,8,15,12,9,9,8
2007-01-15,9,9,15,9,10,10,13,10,10,12
2007-01-16,8,9,7,12,12,12,8,12,12,15
2007-01-17,8,11,16,10,11,5,16,9,11,10
2007-01-18,5,10,7,13,20,16,9,11,8,8
2007-01-19,9,9,8,11,12,10,14,8,8,18
2007-01-20,8,11,10,11,7,13,14,9,13,11
2007-01-21,8,12,9,14,8,10,8,14,14,10
2007-01-22,9,8,12,11,10,8,13,10,14,12
2007-01-23,10,13,10,8,13,8,14,7,17,7
2007-01-24,12,17,10,10,13,5,10,12,10,8
2007-01-25,11,8,14,9,8,10,10,10,9,18
2007-01-26,9,12,6,11,19,12,9,11,9,9
2007-01-27,16,9,4,13,11,14,12,9,8,11
2007-01-28,15,10,10,9,12,9,12,7,12,11
2007-01-29,12,11,13,8,9,9,11,14,12,8
2007-01-30,13,14,12,14,10,5,9,5,12,13
2007-01-31,9,11,6,12,7,12,15,13,9,13
2007-02-01,11,12,17,13,9,12,8,13,6,6
2007-02-02,9,15,10,12,13,5,14,11,10,8
2007-02-03,8,9,10,12,17,9,9,12,12,9
2007-02-04,15,11,7,10,12,17,12,6,6,11
2007-02-05,12,10,11,12,8,16,12,6,10,10
2007-02-06,13,11,7,9,13,11,16,8,12,7
2007-02-07,8,12,10,15,11,9,10,11,10,11
2007-02-08,10,13,10,10,12,12,8,9,14,9
2007-02-09,11,10,7,15,10,9,13,12,10,10
2007-02-10,10,12,10,11,9,7,15,15,10,8
2007-02-11,10,6,8,6,15,14,13,13,9,13
2007-02-12,9,15,11,6,12,16,12,7,13,6
2007-02-13,10,7,11,6,15,10,12,14,11,11
2007-02-14,12,10,5,9,14,8,13,19,10,7
2007-02-15,11,8,13,11,11,11,9,12,9,12
2007-02-16,0,0,0,0,0,0,0,0,0,0
2007-02-17,0,0,0,0,0,0,0,0,0,0
2007-02-18,16,7,15,6,11,13,12,11,10,6
2007-02-19,7,15,12,11,9,15,7,9,13,9
2007-02-20,8,14,13,8,10,9,10,13,11,11
2007-02-21,12,15,15,9,5,12,6,7,11,15
2007-02-22,13,8,8,13,10,7,12,14,13,9
2007-02-23,11,15,16,11,9,7,15,10,9,4
2007-02-24,15,13,8,13,9,13,6,8,13,9
2007-02-25,10,12,7,11,12,15,6,10,12,12
2007-02-26,11,15,10,13,6,10,9,14,9,10
2007-02-27,12,14,13,8,7,11,10,12,9,11
2007-02-28,9,9,11,8,9,12,12,9,13,15
2007-03-01,7,16,13,12,5,12,10,12,11,9
2007-03-02,8,14,12,11,12,11,15,11,2,11
2007-03-03,19,5,13,9,14,12,17,8,6,4
2007-03-04,12,6,15,14,12,8,11,13,14,2
2007-03-05,7,7,9,14,5,12,14,13,12,14
2007-03-06,10,8,9,6,8,15,15,11,13,12
2007-03-07,13,14,12,7,9,10,12,8,10,12
2007-03-08,7,12,12,13,7,9,5,16,13,13
2007-03-09,10,11,9,11,7,15,9,10,9,16
2007-03-10,13,8,13,10,8,12,7,13,13,10
2007-03-11,19,10,12,7,12,8,13,10,9,7
2007-03-12,7,15,5,12,18,9,10,8,6,17
2007-03-13,10,11,8,12,9,9,12,12,8,16
2007-03-14,16,8,7,7,8,7,13,16,10,15
2007-03-15,14,9,8,15,8,9,11,12,8,13
2007-03-16,13,13,12,10,14,8,6,8,10,13
2007-03-17,11,16,12,12,14,9,12,3,7,11
2007-03-18,12,6,13,15,12,11,10,9,7,12
2007-03-19,10,10,10,11,13,12,13,7,9,12
2007-03-20,9,16,12,8,7,15,12,7,8,13
2007-03-21,3,14,12,12,13,9,9,11,13,11
2007-03-22,10,7,13,7,10,11,13,12,12,12
2007-03-23,12,14,14,9,9,9,9,12,10,9
2007-03-24,8,11,12,8,10,9,14,4,17,14
2007-03-25,8,7,12,15,14,7,9,11,13,11
2007-03-26,12,13,10,14,12,13,9,11,5,8
2007-03-27,12,13,10,9,14,9,12,8,11,9
2007-03-28,11,10,9,10,13,8,18,6,12,10
2007-03-29,10,14,15,9,3,9,10,10,15,12
2007-03-30,4,3,18,10,13,7,14,9,13,16
2007-03-31,3,13,8,9,10,15,11,17,15,6
2007-04-01,9,14,10,13,17,7,9,11,13,4
2007-04-02,14,8,10,6,7,10,14,17,9,12
2007-04-03,12,13,12,9,11,13,11,10,8,8
2007-04-04,15,9,10,8,14,9,11,9,13,9
2007-04-05,10,10,11,11,10,11,10,13,8,13
2007-04-06,14,12,15,6,10,8,10,15,5,12
2007-04-07,9,10,10,13,7,10,12,11,9,16
2007-04-08,11,12,9,16,8,7,6,12,12,14
2007-04-09,12,6,10,8,10,12,17,10,9,13
2007-04-10,8,17,10,10,8,6,12,9,15,12
2007-04-11,10,8,9,16,15,6,8,9,11,15
2007-04-12,12,11,8,11,14,13,10,14,6,8
2007-04-13,11,9,10,15,9,15,12,6,12,8
2007-04-14,7,9,16,10,8,19,9,16,4,9
2007-04-15,8,10,12,12,10,11,16,9,8,11
2007-04-16,21,6,6,14,10,15,13,10,3,9
2007-04-17,9,12,9,15,11,12,7,9,12,11
2007-04-18,15,13,9,5,19,6,9,6,9,16
2007-04-19,7,13,10,14,10,13,11,9,10,10
2007-04-20,15,13,8,15,10,8,13,9,5,11
2007-04-21,10,9,11,14,9,10,17,13,4,10
2007-04-22,9,10,11,12,11,10,8,11,11,14
2007-04-23,9,9,12,13,14,10,10,7,12,11
2007-04-24,11,5,9,17,8,11,7,16,13,10
2007-04-25,8,15,13,10,8,14,6,13,10,10
2007-04-26,10,11,11,10,11,13,9,10,16,6
2007-04-27,12,12,16,9,16,12,14,6,7,3
2007-04-28,12,11,10,8,11,5,8,15,12,15
2007-04-29,13,10,9,7,9,14,13,15,6,11
2007-04-30,14,5,6,11,9,9,14,16,4,19
2007-05-01,9,13,11,10,11,10,8,9,9,17
2007-05-02,11,14,8,8,10,15,10,8,12,11
2007-05-03,15,10,13,9,12,9,11,8,8,12
2007-05-04,11,4,12,16,10,10,11,9,9,15
2007-05-05,12,10,10,10,14,12,10,11,7,11
2007-05-06,12,7,6,16,14,14,10,8,14,6
2007-05-07,10,10,7,11,13,4,14,15,11,12
2007-05-08,12,12,8,8,15,5,13,7,10,17
2007-05-09,12,16,10,11,13,7,4,13,10,11
2007-05-10,8,18,8,12,14,6,11,9,9,12
2007-05-11,12,13,14,11,10,9,13,10,7,8
2007-05-12,9,11,11,10,9,14,10,13,7,13
2007-05-13,8,11,10,12,8,10,16,10,9,13
2007-05-14,10,14,11,10,17,16,11,8,9,1
2007-05-15,9,12,10,15,8,11,7,13,13,9
2007-05-16,13,6,10,8,10,17,11,12,12,8
2007-05-17,13,14,10,8,5,12,13,21,4,7
2007-05-18,11,10,5,9,10,13,11,16,7,15
2007-05-19,9,9,11,12,11,11,13,12,9,10
2007-05-20,13,11,5,10,12,13,16,5,12,10
2007-05-21,12,8,13,14,10,9,15,7,8,11
2007-05-22,16,4,14,7,12,9,16,10,11,8
2007-05-23,11,7,11,8,9,11,10,14,14,12
2007-05-24,12,12,10,8,5,8,18,12,14,8
2007-05-25,9,9,10,9,13,11,9,14,15,8
2007-05-26,15,9,10,11,10,11,13,10,10,8
2007-05-27,5,15,10,14,14,14,8,6,12,9
2007-05-28,12,9,12,9,9,8,7,13,15,13
2007-05-29,14,11,7,7,15,11,8,13,9,12
2007-05-30,10,7,13,15,10,7,12,9,14,10
2007-05-31,10,11,6,9,15,10,12,12,11,11
2007-06-01,10,14,7,13,8,10,12,10,13,10
2007-06-02,7,11,13,12,8,13,12,8,14,9
2007-06-03,10,11,12,11,6,15,16,7,13,6
2007-06-04,8,8,15,15,9,12,10,9,8,13
2007-06-05,10,18,11,13,11,6,11,7,14,6
2007-06-06,8,10,10,8,9,13,13,12,9,15
2007-06-07,9,10,11,10,9,9,13,13,12,11
2007-06-08,11,13,5,11,5,8,13,14,14,13
2007-06-09,12,9,11,11,10,11,11,11,8,13
2007-06-10,9,17,11,14,8,13,3,11,10,11
2007-06-11,9,7,12,16,7,16,8,18,6,8
2007-06-12,10,11,11,7,16,12,12,14,8,6
2007-06-13,9,15,7,10,10,15,12,8,8,13
2007-06-14,15,11,10,7,9,13,9,10,9,14
2007-06-15,5,15,12,18,9,10,7,8,9,14
2007-06-16,8,13,12,9,10,8,13,13,13,8
2007-06-17,7,15,12,7,13,10,8,14,6,15
2007-06-18,4,11,8,15,8,15,18,9,11,8
2007-06-19,11,9,7,5,9,13,12,10,15,16
2007-06-20,19,7,11,10,13,8,10,9,10,10
2007-06-21,9,14,8,11,13,10,12,10,10,10
2007-06-22,10,10,11,12,8,11,11,14,11,9
2007-06-23,12,5,7,11,12,11,14,10,12,13
2007-06-24,9,11,7,12,19,11,6,10,9,13
2007-06-25,4,11,15,7,15,7,6,14,14,14
2007-06-26,11,16,8,13,8,6,12,10,14,9
2007-06-27,10,10,16,8,8,11,13,11,12,8
2007-06-28,13,11,10,9,12,8,10,11,9,14
2007-06-29,10,13,8,12,8,9,9,10,12,16
2007-06-30,12,10,9,10,8,8,13,9,16,12
2007-07-01,6,12,12,15,12,8,12,4,10,16
2007-07-02,12,9,11,10,4,17,12,14,12,6
2007-07-03,9,9,14,12,12,8,8,17,9,9
2007-07-04,12,16,8,12,6,7,17,11,9,9
2007-07-05,11,10,11,10,14,5,10,13,14,9
2007-07-06,11,16,6,16,12,9,8,9,11,9
2007-07-07,9,15,7,10,15,9,14,13,8,7
2007-07-08,10,11,13,8,6,18,12,10,8,11
2007-07-09,6,9,12,14,13,8,13,9,7,16
2007-07-10,7,7,10,10,14,13,15,14,7,10
2007-07-11,9,8,14,16,7,10,13,10,9,11
2007-07-12,15,5,11,13,16,10,14,5,10,8
2007-07-13,8,11,7,10,12,8,14,13,14,10
2007-07-14,12,6,10,10,14,12,10,17,9,7
2007-07-15,10,12,8,12,5,13,11,7,13,16
2007-07-16,10,10,9,17,14,8,9,8,9,13
2007-07-17,12,7,9,11,16,12,8,11,8,13
2007-07-18,7,13,13,6,13,11,12,9,8,15
2007-07-19,7,13,5,14,8,9,14,11,18,8
2007-07-20,5,7,12,18,9,10,13,10,11,12
2007-07-21,10,8,8,12,13,16,8,11,11,10
2007-07-22,15,16,6,14,5,11,8,7,13,12
2007-07-23,12,12,12,7,10,7,11,12,9,15
2007-07-24,13,11,13,9,12,10,13,10,9,7
2007-07-25,11,16,9,13,5,20,10,6,6,11
2007-07-26,15,14,9,2,9,13,11,14,11,9
2007-07-27,9,11,11,12,10,8,7,12,9,18
2007-07-28,13,15,11,7,9,12,9,10,7,14
2007-07-29,5,9,10,8,6,12,12,18,16,11
2007-07-30,5,13,9,13,15,11,12,15,5,9
2007-07-31,6,9,11,8,13,16,12,13,10,9
2007-08-01,6,14,8,8,9,11,12,18,13,8
2007-08-02,14,9,12,14,4,11,16,7,8,12
2007-08-03,7,12,17,11,8,9,9,14,10,10
2007-08-04,8,12,7,11,9,11,9,15,13,12
2007-08-05,15,9,15,5,13,8,14,8,12,8
2007-08-06,8,8,12,13,12,3,17,8,13,13
2007-08-07,11,14,7,10,14,9,15,12,10,5
2007-08-08,16,16,6,8,9,9,9,11,8,15
2007-08-09,8,10,9,14,12,4,12,15,12,11
2007-08-10,7,12,18,10,11,18,7,10,6,8
2007-08-11,5,9,9,12,10,9,14,13,16,10
2007-08-12,7,9,14,8,13,9,9,17,11,10
2007-08-13,9,12,7,16,4,11,19,7,11,11
2007-08-14,14,13,8,9,13,8,8,15,10,9
2007-08-15,5,9,16,11,16,8,7,12,8,15
2007-08-16,8,7,12,15,6,15,7,15,11,11
2007-08-17,12,8,20,10,2,16,8,13,7,11
2007-08-18,10,10,11,16,12,13,11,7,5,12
2007-08-19,8,13,19,7,9,15,10,8,11,7
2007-08-20,12,14,11,4,12,13,8,13,8,12
2007-08-21,5,15,8,12,7,19,8,13,11,9
2007-08-22,7,4,14,12,14,18,13,10,12,3
2007-08-23,9,14,8,10,8,8,17,10,8,15
2007-08-24,8,15,9,12,13,10,8,12,12,8
2007-08-25,11,14,9,9,7,13,8,13,9,14
2007-08-26,17,13,13,13,8,4,11,9,8,11
2007-08-27,13,14,18,8,6,9,14,11,6,8
2007-08-28,8,13,8,16,9,11,15,9,8,10
2007-08-29,9,6,12,7,14,14,12,13,10,10
2007-08-30,10,18,10,12,10,11,11,10,10,5
2007-08-31,10,10,8,16,4,19,11,10,10,9
2007-09-01,10,14,13,7,6,11,17,10,12,7
2007-09-02,14,10,12,15,10,8,12,7,11,8
2007-09-03,11,11,7,14,15,13,8,6,14,8
2007-09-04,9,9,12,13,12,10,15,8,12,7
2007-09-05,7,9,10,13,12,12,9,9,14,12
2007-09-06,12,12,6,12,12,16,10,15,4,8
2007-09-07,11,5,9,6,18,13,7,16,12,10
2007-09-08,16,15,5,13,14,12,10,6,11,5
2007-09-09,12,11,8,16,10,4,9,13,13,11
2007-09-10,8,13,12,11,11,10,13,9,10,10
2007-09-11,14,9,5,12,10,10,16,15,6,10
2007-09-12,12,15,9,10,10,10,11,12,10,8
2007-09-13,12,12,15,11,12,10,8,7,8,12
2007-09-14,11,13,11,12,6,12,8,16,9,9
2007-09-15,9,8,14,12,7,12,12,15,10,8
2007-09-16,7,9,17,12,9,14,14,7,11,7
2007-09-17,6,12,9,6,11,14,15,12,10,12
2007-09-18,9,11,9,10,12,14,17,8,7,10
2007-09-19,13,7,13,11,16,12,9,3,12,11
2007-09-20,10,10,10,6,13,12,12,14,7,13
2007-09-21,12,12,9,11,10,14,13,10,10,6
2007-09-22,10,15,7,12,12,11,8,15,10,7
2007-09-23,10,13,20,8,9,13,7,11,7,9
2007-09-24,12,8,9,10,13,8,12,12,11,12
2007-09-25,12,3,13,10,7,12,14,4,16,16
2007-09-26,20,7,10,11,3,15,14,7,10,10
2007-09-27,13,11,7,11,10,13,12,13,10,7
2007-09-28,9,5,10,13,15,13,11,13,11,7
2007-09-29,8,9,5,12,9,10,18,8,11,17
2007-09-30,10,8,9,10,17,13,12,10,9,9
2007-10-01,13,14,12,8,7,9,14,13,10,7
2007-10-02,7,15,8,12,14,11,11,11,9,9
2007-10-03,8,10,9,14,12,13,12,7,11,11
2007-10-04,16,10,13,9,5,11,8,9,13,13
2007-10-05,8,7,5,18,7,11,8,15,15,13
2007-10-06,8,10,10,5,14,13,14,9,12,12
2007-10-07,3,5,18,12,14,10,16,13,6,10
2007-10-08,6,13,21,10,8,10,14,7,7,11
2007-10-09,14,9,14,8,6,11,8,14,13,10
2007-10-10,16,8,10,6,9,19,9,13,8,9
2007-10-11,8,12,14,14,13,15,9,7,5,10
2007-10-12,11,14,13,8,10,13,6,9,9,14
2007-10-13,10,12,9,7,11,13,8,14,16,7
2007-10-14,12,11,16,14,9,7,13,9,5,11
2007-10-15,10,12,12,11,13,8,10,10,11,10
2007-10-16,8,8,17,13,13,13,6,10,9,10
2007-10-17,15,19,11,11,6,8,4,12,10,11
2007-10-18,10,7,9,7,13,14,10,11,11,15
2007-10-19,15,11,9,9,7,13,13,11,13,6
2007-10-20,10,10,19,8,12,13,10,8,10,7
2007-10-21,8,6,7,11,14,11,17,13,8,12
2007-10-22,16,14,8,9,11,10,8,6,17,8
2007-10-23,10,8,11,9,12,13,16,7,16,5
2007-10-24,17,7,12,13,9,12,6,9,12,10
2007-10-25,10,7,8,10,10,12,10,13,15,12
2007-10-26,10,9,9,6,14,12,12,14,11,10
2007-10-27,13,10,4,12,12,9,10,12,11,14
2007-10-28,13,15,8,9,8,6,8,18,10,12
2007-10-29,8,12,9,11,6,11,19,7,12,12
